Proteome ID	Organism	Organism ID	Protein count	BUSCO	CPD	Genome representation (RefSeq)
UP000266861	Diversispora epigaea (Strain: IT104)	1348612	28108	C:89.8%[S:89%,D:0.9%],F:1.8%,M:8.4%,n:1614	Unknown	full
UP000287033	Chiloscyllium punctatum (Brownbanded bambooshark) (Hemiscyllium punctatum)	137246	33497	C:87.9%[S:85.4%,D:2.5%],F:6.2%,M:5.9%,n:3354	Unknown	full
UP000232875	Malassezia vespertilionis (Strain: NWHC:44797-103)	2020962	3791	C:84%[S:84%,D:0%],F:1.7%,M:14.3%,n:1764	Unknown	full
UP000054304	Lachancea lanzarotensis (Strain: CBS 12615)	1245769	5055	C:99.9%[S:99.8%,D:0%],F:0%,M:0.1%,n:2137	Close to standard (low value)	full
UP000000559	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast) (Strain: SC5314 / ATCC MYA-2876)	237561	6035	C:98.8%[S:98.4%,D:0.5%],F:0.7%,M:0.5%,n:2137	Standard	full
UP000240830	Paramicrosporidium saccamoebae (Strain: KSL3)	1246581	3754	C:46.3%[S:46%,D:0.3%],F:9.2%,M:44.5%,n:758	Unknown	full
UP000184499	Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946) (Strain: CBS 101740 / IMI 381727 / IBT 21946)	767769	12982	C:98.5%[S:98.3%,D:0.2%],F:0.6%,M:0.9%,n:4191	Close to standard (high value)	full
UP000078576	Valsa mali var. pyri (Strain: SXYL134)	694573	10741	C:95.6%[S:95.3%,D:0.3%],F:1%,M:3.4%,n:3817	Standard	full
UP000579904	Oreotrochilus melanogaster	689266	12132	C:71.5%[S:71.2%,D:0.2%],F:7.7%,M:20.8%,n:8338	Outlier (low value)	full
UP000009138	Rhizopus delemar (strain RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880) (Mucormycosis agent) (Rhizopus arrhizus var. delemar) (Strain: RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880)	246409	16971	C:80.2%[S:75.9%,D:4.4%],F:13.6%,M:6.2%,n:2449	Unknown	full
UP000055024	Trichinella zimbabwensis	268475	18195	C:64.5%[S:41.3%,D:23.2%],F:0.8%,M:34.7%,n:3131	Unknown	full
UP000266673	Gigaspora rosea (Strain: DAOM 194757)	44941	31020	C:90.3%[S:88.6%,D:1.7%],F:3.2%,M:6.5%,n:1614	Unknown	full
UP000323770	Pythium brassicum (Strain: P1)	1485010	12998	C:100%[S:99%,D:1%],F:0%,M:0%,n:100	Unknown	full
UP000305883	Colletotrichum higginsianum (Strain: MAFF305635-RFP)	80884	12820	C:97.2%[S:97%,D:0.2%],F:1.5%,M:1.4%,n:6841	Standard	full
UP000018817	Phytophthora parasitica (strain INRA-310) (Strain: INRA-310)	761204	26438	C:98%[S:87%,D:11%],F:0%,M:2%,n:100	Standard	full
UP000306102	Camellia sinensis var. sinensis (Strain: cv. Shuchazao)	542762	30052	C:70.5%[S:62.1%,D:8.4%],F:8.2%,M:21.4%,n:2326	Close to standard (low value)	full
UP000571567	Himantopus himantopus (Black-winged stilt) (Charadrius himantopus)	225398	14268	C:79.4%[S:79.1%,D:0.4%],F:6.2%,M:14.4%,n:8338	Close to standard (high value)	full
UP000005226	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	31033	51078	C:92.8%[S:49.9%,D:42.9%],F:1.5%,M:5.6%,n:3640	Close to standard (high value)	full
UP000283530	Cinnamomum micranthum f. kanehirae (Strain: cv. Chaw 1501)	337451	26414	C:87.7%[S:82.9%,D:4.8%],F:3.7%,M:8.6%,n:1614	Standard	full
UP000582182	Turnix velox (Little buttonquail)	2529409	13120	C:71.5%[S:71.2%,D:0.3%],F:8.2%,M:20.4%,n:8338	Close to standard (low value)	full
UP000007303	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99883	23074	C:83.1%[S:72.1%,D:11%],F:5.5%,M:11.4%,n:3640	Close to standard (low value)	
UP000006672	Brugia malayi (Filarial nematode worm) (Strain: FR3)	6279	10205	C:3.1%[S:2.9%,D:0.3%],F:0.1%,M:96.8%,n:3131	Close to standard (low value)	
UP000070444	Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata) (Strain: NRRL 28638)	796925	10567	C:79.8%[S:78.4%,D:1.5%],F:4.7%,M:15.4%,n:758	Unknown	full
UP000002035	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis) (Strain: ATCC MYA-4605 / CBS 113480)	554155	8764	C:97.8%[S:97.7%,D:0.1%],F:1.2%,M:1%,n:4862	Standard	full
UP000070133	Pseudocercospora eumusae (Strain: CBS 114824)	321146	11956	C:91%[S:85.2%,D:5.8%],F:0.4%,M:8.5%,n:3786	Standard	full
UP000195402	Macleaya cordata (Strain: cv. BLH2017)	56857	21697	C:93.1%[S:89.7%,D:3.5%],F:2.6%,M:4.3%,n:1614	Standard	full
UP000054466	Cladophialophora immunda (Strain: CBS 83496)	569365	13606	C:98.2%[S:90.4%,D:7.9%],F:0.3%,M:1.5%,n:6265	Close to standard (high value)	full
UP000241769	Planoprotostelium fungivorum (Strain: Jena)	1890364	16856	C:94.5%[S:89.8%,D:4.7%],F:3.1%,M:2.4%,n:255	Unknown	full
UP000002437	Toxoplasma gondii (Strain: RH)	5811	466	C:5.8%[S:5.8%,D:0%],F:0.2%,M:94%,n:502	Close to standard (low value)	
UP000029320	Pseudogymnoascus sp. VKM F-3557 (Strain: VKM F-3557)	1437433	9480	C:81.2%[S:81%,D:0.2%],F:5.1%,M:13.7%,n:3234	Standard	full
UP000078540	Atta colombica	520822	14143	C:91.3%[S:91.2%,D:0.1%],F:2.5%,M:6.2%,n:5991	Standard	full
UP000243164	Eschrichtius robustus (California gray whale) (Eschrichtius gibbosus)	9764	10855	C:20.6%[S:20.6%,D:0%],F:11.4%,M:67.9%,n:13335	Close to standard (low value)	full
UP000556165	Phaetusa simplex (large-billed tern)	297813	13248	C:74%[S:73.6%,D:0.4%],F:6.5%,M:19.5%,n:8338	Close to standard (low value)	full
UP000014978	Spraguea lophii (strain 42_110) (Microsporidian parasite) (Strain: 42_110)	1358809	2499	C:91.2%[S:90.8%,D:0.3%],F:4%,M:4.8%,n:600	Unknown	full
UP000532437	Erythrocercus mccallii	107208	14010	C:71.5%[S:71.1%,D:0.4%],F:6.5%,M:22%,n:10844	Standard	full
UP000574210	Rhodinocichla rosea	58203	14100	C:74.6%[S:74.4%,D:0.2%],F:5.2%,M:20.2%,n:10844	Standard	full
UP000007129	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus) (Strain: MS6)	1126212	13803	C:89.6%[S:89.1%,D:0.5%],F:6.2%,M:4.2%,n:3786	Close to standard (high value)	full
UP000192223	Agrilus planipennis (Emerald ash borer) (Agrilus marcopoli)	224129	18772	C:96.5%[S:61.5%,D:35%],F:1.5%,M:2%,n:2124	Close to standard (high value)	full
UP000253071	Ophiocordyceps camponoti-saundersi (nom. inval.) (Strain: BCC 79314)	2039874	6946	C:91.3%[S:90.6%,D:0.7%],F:1%,M:7.7%,n:4494	Close to standard (low value)	full
UP000233100	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	9541	50207	C:90.3%[S:43.3%,D:47%],F:1.6%,M:8%,n:13780	Close to standard (high value)	full
UP000008062	Zymoseptoria tritici (strain CBS 115943 / IPO323) (Speckled leaf blotch fungus) (Septoria tritici) (Strain: CBS 115943 / IPO323)	336722	10972	C:93.4%[S:93.3%,D:0.1%],F:2.5%,M:4%,n:3786	Close to standard (high value)	full
UP000001940	Caenorhabditis elegans (Strain: Bristol N2)	6239	26584	C:100%[S:75.2%,D:24.8%],F:0%,M:0%,n:3131	Close to standard (high value)	full
UP000002173	Babesia bovis (Strain: T2Bo)	5865	3690	C:94.3%[S:93.7%,D:0.5%],F:2.9%,M:2.8%,n:1135	Close to standard (low value)	full
UP000271241	Thamnocephalis sphaerospora (Strain: RSA 1356)	78915	6769	C:73.2%[S:71.6%,D:1.6%],F:8%,M:18.7%,n:758	Unknown	full
UP000079721	Erinaceus europaeus (Western European hedgehog)	9365	27628	C:94.9%[S:67.3%,D:27.6%],F:2%,M:3.1%,n:12234	Standard	full
UP000030697	Plasmodium falciparum UGT5.1 (Strain: UGT5.1)	1237627	5904	C:82.3%[S:81.7%,D:0.6%],F:4.6%,M:13%,n:3642	Standard	full
UP000317650	Musa balbisiana (Banana) (Strain: cv. DH-PKW)	52838	32103	C:78.9%[S:70.4%,D:8.5%],F:9.8%,M:11.3%,n:3236	Outlier (high value)	full
UP000323597	Gossypium mustelinum (Cotton)	34275	91033	C:98.9%[S:6.1%,D:92.9%],F:0.5%,M:0.6%,n:2326	Outlier (high value)	full
UP000005221	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646) (Yeast) (Monilia parapsilosis) (Strain: CDC 317 / ATCC MYA-4646)	578454	5777	C:99.3%[S:99%,D:0.3%],F:0.2%,M:0.5%,n:2137	Close to standard (low value)	
UP000286045	Xylaria grammica (Strain: IHI A82)	363999	12125	C:92.4%[S:92.1%,D:0.3%],F:3.2%,M:4.4%,n:3817	Standard	full
UP000191342	Penicillium flavigenum (Strain: IBT 14082)	254877	10875	C:91.7%[S:91.5%,D:0.2%],F:0.1%,M:8.1%,n:4191	Standard	full
UP000593565	Ameiurus melas (Black bullhead) (Silurus melas)	219545	24332	C:91.9%[S:90.6%,D:1.3%],F:2.2%,M:5.9%,n:3640	Close to standard (low value)	full
UP000007799	Salpingoeca rosetta (strain ATCC 50818 / BSB-021) (Strain: ATCC 50818)	946362	11698	C:83.1%[S:82.7%,D:0.4%],F:6.7%,M:10.2%,n:255	Unknown	full
UP000030684	Camelus ferus (Wild bactrian camel) (Camelus bactrianus ferus) (Strain: bactrian camel)	419612	20003	C:49.2%[S:48.2%,D:1%],F:11.3%,M:39.5%,n:13335	Standard	full
UP000004995	Setaria italica (Foxtail millet) (Panicum italicum) (Strain: cv. Yugu1)	4555	39467	C:99.3%[S:7.9%,D:91.4%],F:0.3%,M:0.4%,n:4896	Outlier (high value)	full
UP000286640	Vulpes vulpes (Red fox) (Strain: TameXAggressive cross)	9627	32180	C:97%[S:60.9%,D:36.1%],F:1%,M:2%,n:14502	Standard	full
UP000189705	Alligator sinensis (Chinese alligator)	38654	34942	C:97.8%[S:53.6%,D:44.2%],F:1.2%,M:1%,n:7480	Unknown	full
UP000007322	Myceliophthora thermophila (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile) (Strain: ATCC 42464 / BCRC 31852 / DSM 1799)	573729	9079	C:95.5%[S:95.4%,D:0.2%],F:2%,M:2.5%,n:3817	Close to standard (low value)	full
UP000228934	Lithobates catesbeianus (American bullfrog) (Rana catesbeiana)	8400	13	C:16.1%[S:12.7%,D:3.4%],F:13.2%,M:70.6%,n:5310	Unknown	full
UP000240883	Corynespora cassiicola Philippines (Strain: Philippines)	1448308	17125	C:93%[S:92.2%,D:0.8%],F:1.3%,M:5.7%,n:6641	Close to standard (high value)	full
UP000002640	Phytophthora sojae (strain P6497) (Soybean stem and root rot agent) (Phytophthora megasperma f. sp. glycines) (Strain: P6497)	1094619	25721	C:99%[S:98%,D:1%],F:1%,M:0%,n:100	Standard	full
UP000011976	Pseudozyma antarctica (strain T-34) (Yeast) (Candida antarctica) (Strain: T-34)	1151754	6640	C:95.5%[S:95.4%,D:0.1%],F:1.4%,M:3.2%,n:1764	Unknown	full
UP000003786	Theileria orientalis strain Shintoku (Strain: Shintoku)	869250	3989	C:94.2%[S:93.8%,D:0.4%],F:2.5%,M:3.3%,n:1135	Close to standard (low value)	full
UP000504619	Pogona vitticeps (central bearded dragon)	103695	31185	C:97.4%[S:52.9%,D:44.5%],F:0.9%,M:1.7%,n:7480	Unknown	full
UP000245119	Pomacea canaliculata (Golden apple snail)	400727	21377	C:73.5%[S:72.2%,D:1.3%],F:3.9%,M:22.5%,n:5295	Unknown	full
UP000024375	Aphanomyces invadans (Strain: NJM9701)	157072	19593	C:100%[S:83%,D:17%],F:0%,M:0%,n:100	Unknown	full
UP000504602	Geospiza fortis (Medium ground-finch)	48883	8851	C:97.2%[S:77.8%,D:19.4%],F:1.4%,M:1.4%,n:10844	Outlier (low value)	full
UP000563107	Chaetops frenatus (Rufous rock-jumper)	221966	13217	C:67.9%[S:67.8%,D:0.2%],F:6.6%,M:25.5%,n:10844	Close to standard (low value)	full
UP000006882	Prunus persica (Peach) (Amygdalus persica) (Strain: cv. Nemared)	3760	38732	C:99.1%[S:59.4%,D:39.7%],F:0.3%,M:0.6%,n:2326	Close to standard (high value)	full
UP000050424	Neonectria ditissima (Strain: R09/05)	78410	12683	C:98.3%[S:97.8%,D:0.6%],F:0.5%,M:1.2%,n:4494	Close to standard (low value)	full
UP000238611	Rutstroemia sp. NJR-2017a BVV2 (Strain: NJR-2017a BVV2)	2070413	8646	C:72.1%[S:66.2%,D:5.8%],F:3.2%,M:24.7%,n:5177	Close to standard (low value)	full
UP000326268	Aspergillus caelatus (Strain: CBS 763.97)	61420	13914	C:97.4%[S:96.9%,D:0.5%],F:0.9%,M:1.8%,n:4191	Close to standard (high value)	full
UP000054342	Exophiala xenobiotica (Strain: CBS 118157)	348802	12773	C:99.2%[S:91.5%,D:7.7%],F:0.3%,M:0.6%,n:6265	Close to standard (high value)	full
UP000472263	Myripristis murdjan (pinecone soldierfish)	586833	55955	C:95.4%[S:52.6%,D:42.9%],F:1.6%,M:2.9%,n:3640	Outlier (high value)	full
UP000326950	Aspergillus tamarii (Strain: CBS 117626)	41984	13330	C:97.2%[S:96.8%,D:0.5%],F:1%,M:1.7%,n:4191	Close to standard (high value)	full
UP000030106	Beauveria bassiana D1-5 (Strain: D1-5)	1245745	11860	C:92.8%[S:92.6%,D:0.2%],F:2.7%,M:4.5%,n:4494	Standard	full
UP000266272	Trichoderma arundinaceum (Strain: IBT 40837)	490622	10471	C:94.7%[S:94.5%,D:0.3%],F:2.4%,M:2.8%,n:4494	Close to standard (low value)	full
UP000214365	Talaromyces atroroseus (Strain: IBT 11181)	1441469	9520	C:93.9%[S:93.6%,D:0.3%],F:1.2%,M:4.9%,n:4191	Close to standard (low value)	full
UP000301870	Spodoptera litura (Asian cotton leafworm) (Strain: Ishihara)	69820	273	C:0.6%[S:0.6%,D:0%],F:0%,M:99.3%,n:5286	Standard	full
UP000053358	Phytomonas sp. isolate Hart1	134013	6442	C:80.8%[S:80.8%,D:0%],F:18.5%,M:0.8%,n:130	Close to standard (low value)	full
UP000567822	Sylvietta virens (Green crombec)	208069	13764	C:74.3%[S:74.1%,D:0.2%],F:5.4%,M:20.4%,n:10844	Close to standard (high value)	full
UP000015354	Strigomonas culicis	28005	9986	C:73.8%[S:62.3%,D:11.5%],F:19.2%,M:6.9%,n:130	Close to standard (high value)	full
UP000027265	Jaapia argillacea MUCL 33604 (Strain: MUCL 33604)	933084	16341	C:99.5%[S:98.7%,D:0.8%],F:0.2%,M:0.3%,n:2898	Standard	full
UP000301737	Zygosaccharomyces mellis (Strain: Ca-7)	42258	4737	C:97.8%[S:97.6%,D:0.2%],F:0.4%,M:1.7%,n:2137	Outlier (low value)	full
UP000472264	Echeneis naucrates (Live sharksucker)	173247	54685	C:96.1%[S:54%,D:42.1%],F:1.4%,M:2.5%,n:3640	Outlier (high value)	full
UP000031443	Chelonia mydas (Green sea-turtle) (Chelonia agassizi)	8469	18960	C:69.6%[S:68.9%,D:0.7%],F:8.6%,M:21.8%,n:7480	Unknown	full
UP000319698	Metschnikowia sp. JCM 33374 (Strain: JCM 33374)	2562755	6652	C:87.9%[S:87.8%,D:0.1%],F:4.1%,M:8%,n:2137	Close to standard (high value)	full
UP000054563	Coccidioides immitis H538.4 (Strain: H538.4)	396776	10588	C:75%[S:74.6%,D:0.3%],F:10.7%,M:14.3%,n:4862	Close to standard (high value)	full
UP000054845	Ceraceosorus bombacis	401625	8017	C:86.8%[S:86.7%,D:0.1%],F:3.8%,M:9.4%,n:1764	Unknown	full
UP000192578	Hypsibius dujardini (Water bear) (Macrobiotus dujardini) (Strain: Z151)	232323	14867	C:69%[S:66%,D:2.9%],F:3.2%,M:27.8%,n:954	Unknown	full
UP000282087	Peronospora effusa (Strain: R14)	542832	8522	C:93%[S:93%,D:0%],F:3%,M:4%,n:100	Close to standard (low value)	full
UP000235965	Cryptotermes secundus	105785	27252	C:93%[S:59.3%,D:33.7%],F:3.4%,M:3.7%,n:1367	Outlier (high value)	full
UP000002036	Lachancea thermotolerans (strain ATCC 56472 / CBS 6340 / NRRL Y-8284) (Yeast) (Kluyveromyces thermotolerans) (Strain: ATCC 56472 / CBS 6340 / NRRL Y-8284)	559295	5093	C:99.8%[S:99.7%,D:0.1%],F:0.1%,M:0.1%,n:2137	Close to standard (low value)	full
UP000584326	Podargus strigoides (Tawny frogmouth) (Caprimulgus strigoides)	8905	13990	C:71.4%[S:71%,D:0.4%],F:8%,M:20.7%,n:8338	Standard	full
UP000481153	Aphanomyces euteiches (Strain: ATCC 201684)	100861	20021	C:99%[S:99%,D:0%],F:1%,M:0%,n:100	Unknown	full
UP000225706	Stylophora pistillata (Smooth cauliflower coral)	50429	24067	C:86.1%[S:85.6%,D:0.4%],F:5%,M:8.9%,n:954	Unknown	full
UP000537927	Rhegmatorhina hoffmannsi (white-breasted antbird)	468512	12330	C:68.2%[S:68.1%,D:0.1%],F:5%,M:26.8%,n:10844	Outlier (low value)	full
UP000594260	Varroa destructor (Honeybee mite)	109461	20096	C:99.2%[S:41.2%,D:58%],F:0%,M:0.7%,n:2934	Unknown	full
UP000270296	Soboliphyme baturini	241478	13153	C:35.4%[S:34.7%,D:0.7%],F:6.2%,M:58.4%,n:3131	Unknown	full
UP000241890	Hondaea fermentalgiana	2315210	11849	C:95%[S:90%,D:5%],F:2%,M:3%,n:100	Unknown	full
UP000519239	Ceuthmochares aereus	1961834	12202	C:69.4%[S:69%,D:0.3%],F:8.3%,M:22.3%,n:8338	Outlier (low value)	full
UP000006564	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold) (Strain: ATCC 42149 / RIB 40)	510516	12056	C:83.6%[S:83.3%,D:0.3%],F:5.3%,M:11%,n:4191	Standard	full
UP000077069	Paraphaeosphaeria sporulosa (Strain: AP3s5-JAC2a)	1460663	14732	C:95.7%[S:95.5%,D:0.2%],F:1%,M:3.3%,n:6641	Close to standard (high value)	full
UP000019478	Capronia epimyces CBS 606.96 (Strain: CBS 606.96)	1182542	10469	C:97.5%[S:97.4%,D:0.2%],F:1.1%,M:1.4%,n:6265	Standard	full
UP000471633	Schistosoma haematobium (Blood fluke)	6185	8963	C:64.7%[S:63.4%,D:1.3%],F:5.5%,M:29.9%,n:954	Unknown	full
UP000192220	Austrofundulus limnaeus (Strain: Quisiro)	52670	32448	C:95.5%[S:68.5%,D:27%],F:1.1%,M:3.4%,n:15213	Close to standard (high value)	full
UP000503349	Channa argus (northern snakehead)	215402	22260	C:89.2%[S:87.9%,D:1.3%],F:1.7%,M:9.1%,n:3640	Close to standard (low value)	full
UP000007174	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus) (Strain: IMI 349063)	759273	16110	C:82.8%[S:82.2%,D:0.5%],F:7.9%,M:9.3%,n:6841	Close to standard (high value)	full
UP000054549	Amanita muscaria Koide BX008 (Strain: Koide BX008)	946122	17954	C:96.3%[S:94.7%,D:1.6%],F:1.3%,M:2.4%,n:3870	Standard	full
UP000019487	Sclerotinia borealis (strain F-4128) (Strain: F-4157)	1432307	10165	C:96.4%[S:96.3%,D:0.1%],F:1%,M:2.6%,n:5177	Close to standard (low value)	full
UP000009882	Penicillium digitatum (strain PHI26 / CECT 20796) (Green mold) (Strain: PHI26 / CECT 20796)	1170229	9101	C:94.9%[S:94.8%,D:0.1%],F:3%,M:2.1%,n:4191	Close to standard (low value)	full
UP000001194	Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686) (Bicoloured deceiver) (Laccaria laccata var. bicolor) (Strain: S238N-H82 / ATCC MYA-4686)	486041	17895	C:89.2%[S:87.5%,D:1.7%],F:3%,M:7.8%,n:3870	Close to standard (high value)	full
UP000188318	Aspergillus carbonarius (strain ITEM 5010) (Strain: ITEM 5010)	602072	11037	C:91.9%[S:86.2%,D:5.7%],F:1.8%,M:6.3%,n:4191	Standard	full
UP000310685	Wallemia mellicola (Strain: EXF-6152)	1708541	4289	C:77.6%[S:77.4%,D:0.2%],F:2.2%,M:20.2%,n:1764	Standard	full
UP000534626	Falcunculus frontatus (Eastern shriketit)	254539	14436	C:76.9%[S:76.7%,D:0.2%],F:5.2%,M:17.9%,n:10844	Close to standard (high value)	full
UP000198419	Colinus virginianus (Northern bobwhite) (Tetrao virginianus) (Strain: Texas)	9014	17122	C:80.4%[S:79.8%,D:0.6%],F:8.4%,M:11.2%,n:8338	Outlier (high value)	full
UP000292282	Hamiltosporidium tvaerminnensis	1176355	5820	C:88.8%[S:62.5%,D:26.3%],F:3.3%,M:7.8%,n:600	Unknown	full
UP000530263	Columbina picui (Picui ground-dove)	115618	12280	C:68.8%[S:68.5%,D:0.3%],F:7.1%,M:24.1%,n:8338	Outlier (low value)	full
UP000011761	Baudoinia panamericana (strain UAMH 10762) (Angels' share fungus) (Baudoinia compniacensis (strain UAMH 10762)) (Strain: UAMH 10762)	717646	10508	C:95%[S:95%,D:0%],F:3.8%,M:1.2%,n:3578	Close to standard (low value)	full
UP000001646	Anolis carolinensis (Green anole) (American chameleon) (Strain: JBL SC #1)	28377	32753	C:85.9%[S:81.6%,D:4.3%],F:3.9%,M:10.2%,n:7480	Unknown	full
UP000018468	Lepisosteus oculatus (Spotted gar)	7918	22463	C:92.8%[S:73.2%,D:19.6%],F:3.3%,M:3.9%,n:3640	Close to standard (low value)	full
UP000515129	Carassius auratus (Goldfish) (Strain: Wakin)	7957	82965	C:99.3%[S:24.6%,D:74.7%],F:0.2%,M:0.5%,n:3640	Outlier (high value)	full
UP000008549	Caenorhabditis briggsae (Strain: AF16)	6238	21064	C:98.1%[S:97.1%,D:0.9%],F:0.9%,M:1%,n:3131	Outlier (low value)	full
UP000295070	Perca flavescens (American yellow perch) (Morone flavescens)	8167	21644	C:92%[S:91%,D:0.9%],F:1.6%,M:6.5%,n:3640	Close to standard (low value)	full
UP000034841	Ceratocystis fimbriata f. sp. platani (Strain: CFO)	88771	5620	C:71.4%[S:71.2%,D:0.2%],F:7.2%,M:21.4%,n:3817	Close to standard (low value)	full
UP000053890	Rhodotorula graminis (strain WP1) (Strain: WP1)	578459	7228	C:94.6%[S:94.3%,D:0.3%],F:2.1%,M:3.3%,n:1764	Unknown	full
UP000291414	Monosporascus sp. GIB2 (Strain: GIB2)	2211647	11773	C:95.6%[S:95.4%,D:0.2%],F:1.6%,M:2.8%,n:3817	Standard	full
UP000265300	Lipotes vexillifer (Yangtze river dolphin)	118797	26003	C:97.5%[S:74.5%,D:23%],F:1%,M:1.4%,n:13335	Standard	full
UP000557268	Hylia prasina (green hylia)	208073	13444	C:73.8%[S:73.6%,D:0.2%],F:5.3%,M:20.9%,n:10844	Standard	full
UP000001742	Enterocytozoon bieneusi (strain H348) (Microsporidian parasite) (Strain: H348)	481877	3311	C:54.5%[S:50.2%,D:4.3%],F:1.5%,M:44%,n:600	Unknown	full
UP000315522	Lachnellula willkommii (Strain: CBS 172.35)	215461	8978	C:77.6%[S:77.4%,D:0.2%],F:5.1%,M:17.3%,n:5177	Close to standard (low value)	full
UP000504621	Herrania umbratica (Strain: cv. Fairchild)	108875	23848	C:93.6%[S:65.6%,D:27.9%],F:1.7%,M:4.7%,n:2326	Standard	full
UP000054539	Tremella mesenterica (strain ATCC 24925 / CBS 8224 / DSM 1558 / NBRC 9311 / NRRL Y-6157 / RJB 2259-6 / UBC 559-6) (Jelly fungus) (Strain: Fries)	578456	1453	C:11.9%[S:11.9%,D:0%],F:0.6%,M:87.6%,n:4284	Outlier (low value)	full
UP000187209	Stentor coeruleus	5963	30969	C:92.4%[S:46.2%,D:46.2%],F:2.3%,M:5.3%,n:171	Unknown	full
UP000239899	Chlorella sorokiniana (Freshwater green alga) (Strain: UTEX 1602)	3076	10201	C:97.6%[S:88.8%,D:8.8%],F:0.6%,M:1.8%,n:1519	Unknown	full
UP000550660	Trogon melanurus (Black-tailed trogon)	56311	14123	C:79.4%[S:79%,D:0.4%],F:6%,M:14.5%,n:8338	Standard	full
UP000000759	Phaeodactylum tricornutum (strain CCAP 1055/1) (Strain: CCAP 1055/1)	556484	10465	C:97%[S:95%,D:2%],F:3%,M:0%,n:100	Unknown	full
UP000011712	Felis catus (Cat) (Felis silvestris catus) (Strain: Abyssinian)	9685	40213	C:96.8%[S:53.1%,D:43.7%],F:0.5%,M:2.7%,n:14502	Standard	full
UP000504635	Sitophilus oryzae (Rice weevil) (Curculio oryzae) (Strain: ouriz)	7048	20351	C:98.4%[S:68.1%,D:30.3%],F:0.2%,M:1.4%,n:2124	Close to standard (high value)	full
UP000536092	Certhia brachydactyla (short-toed tree-creeper)	73330	13859	C:75.8%[S:75.6%,D:0.2%],F:5.1%,M:19.1%,n:10844	Standard	full
UP000243081	Cordyceps confragosa (Lecanicillium lecanii) (Strain: UM487)	2714763	8125	C:80%[S:79.7%,D:0.3%],F:6.5%,M:13.6%,n:4494	Close to standard (low value)	full
UP000553862	Molothrus ater (Brown-headed cowbird)	84834	15960	C:77.3%[S:76.8%,D:0.5%],F:5.1%,M:17.6%,n:10844	Outlier (high value)	full
UP000218381	Penicillium sp. 'occitanis' (Strain: CL100)	290292	11231	C:93.2%[S:92.7%,D:0.5%],F:1.1%,M:5.7%,n:4191	Standard	full
UP000526889	Edolisoma coerulescens	2585810	13645	C:73.6%[S:73.4%,D:0.2%],F:5.3%,M:21.2%,n:10844	Standard	full
UP000245300	Petromyzon marinus (Sea lamprey)	7757	11406	C:39.1%[S:35.2%,D:3.9%],F:12.9%,M:47.9%,n:3354	Unknown	
UP000520463	Formicarius rufipectus	1118560	13577	C:73.2%[S:73%,D:0.2%],F:5.3%,M:21.5%,n:10844	Standard	full
UP000492821	Panagrellus redivivus (Microworm) (Strain: MT8872)	6233	26326	C:76.4%[S:64.3%,D:12.1%],F:1.3%,M:22.3%,n:3131	Close to standard (high value)	full
UP000015530	Colletotrichum gloeosporioides (strain Cg-14) (Anthracnose fungus) (Glomerella cingulata) (Strain: Cg-14)	1237896	16388	C:90.1%[S:90%,D:0.1%],F:4%,M:5.8%,n:6841	Close to standard (high value)	full
UP000275772	Blumeria graminis f. sp. hordei (Barley powdery mildew) (Oidium monilioides f. sp. hordei) (Strain: RACE1)	62688	5276	C:71.2%[S:70.7%,D:0.4%],F:1.2%,M:27.6%,n:3234	Close to standard (low value)	full
UP000235672	Hyaloscypha hepaticicola (Strain: UAMH 7357)	2082293	16778	C:98%[S:97.9%,D:0.1%],F:1.3%,M:0.7%,n:5177	Close to standard (high value)	full
UP000558460	Horornis vulcanius	2585811	9840	C:31.2%[S:31%,D:0.2%],F:9.4%,M:59.5%,n:10844	Outlier (low value)	full
UP000019763	Gregarina niphandrodes (Septate eugregarine)	110365	6341	C:83%[S:81.2%,D:1.8%],F:6.1%,M:11%,n:446	Standard	full
UP000242474	Coemansia reversa (strain ATCC 12441 / NRRL 1564) (Strain: NRRL 1564)	763665	7317	C:87.2%[S:86.4%,D:0.8%],F:4%,M:8.8%,n:758	Unknown	full
UP000237631	Cercospora berteroae (Strain: CBS538.71)	357750	11903	C:99.3%[S:99.3%,D:0%],F:0.4%,M:0.3%,n:3578	Standard	full
